Date,Closing_Price,SMA20,Daily_Return,Direction,Profit,Signal
2022-10-31,150.95709228515625,142.8859848022461,-0.015,Down,39.26020812988281,
2022-11-01,148.30886840820312,143.10994873046874,-0.018,Down,39.26020812988281,
2022-11-02,142.77622985839844,143.04251403808595,-0.037,Down,39.26020812988281,
2022-11-03,136.72178649902344,142.72010421752933,-0.042,Down,39.26020812988281,
2022-11-04,136.45553588867188,142.64723205566406,-0.002,Down,39.26020812988281,Buy
2022-11-07,136.98800659179688,142.58473892211916,0.004,Up,39.26020812988281,Hold
2022-11-08,137.55995178222656,142.62172470092776,0.004,Up,40.3646240234375,Sell
2022-11-09,132.99436950683594,142.46193389892576,-0.033,Down,40.3646240234375,Buy
2022-11-10,144.82745361328125,142.6649101257324,0.089,Up,40.3646240234375,Hold
2022-11-11,147.6180877685547,143.23433609008788,0.019,Up,54.98834228515625,Sell
2022-11-14,146.2178497314453,143.53538055419924,-0.009,Down,54.98834228515625,Buy
2022-11-15,147.95339965820312,143.85724563598632,0.012,Up,56.72389221191406,Sell
2022-11-16,146.72076416015625,144.11206436157227,-0.008,Down,56.72389221191406,Buy
2022-11-17,148.62393188476562,144.48517532348635,0.013,Up,56.72389221191406,Hold
2022-11-18,149.18600463867188,144.69540481567384,0.004,Up,59.18913269042969,Sell
2022-11-21,145.9516143798828,144.6366096496582,-0.022,Down,59.18913269042969,Buy
2022-11-22,148.09144592285156,144.5425521850586,0.015,Up,59.18913269042969,Hold
2022-11-23,148.96905517578125,144.6395515441895,0.006,Up,62.206573486328125,Sell
2022-11-25,146.0502166748047,144.81457290649416,-0.02,Down,62.206573486328125,
2022-11-28,142.21434020996094,144.25930023193357,-0.026,Down,62.206573486328125,
2022-11-29,139.2067413330078,143.67178268432616,-0.021,Down,62.206573486328125,Buy
2022-11-30,145.9713134765625,143.55490493774414,0.049,Up,62.206573486328125,Hold
2022-12-01,146.24745178222656,143.72846603393558,0.002,Up,69.24728393554688,Sell
2022-12-02,145.75440979003906,144.18009719848635,-0.003,Down,69.24728393554688,
2022-12-05,144.59083557128906,144.58686218261718,-0.008,Down,69.24728393554688,
2022-12-06,140.9225616455078,144.78358993530276,-0.025,Down,69.24728393554688,
2022-12-07,138.9799346923828,144.85458908081054,-0.014,Down,69.24728393554688,Buy
2022-12-08,140.66615295410156,145.23817825317383,0.012,Up,70.93350219726562,Sell
2022-12-09,140.18299865722656,145.0059555053711,-0.003,Down,70.93350219726562,Buy
2022-12-12,142.48056030273438,144.7490791320801,0.016,Up,70.93350219726562,Hold
2022-12-13,143.4469451904297,144.61053390502929,0.007,Up,74.19744873046875,Sell
2022-12-14,141.21836853027344,144.2737823486328,-0.016,Down,74.19744873046875,
2022-12-15,134.6016845703125,143.66782836914064,-0.047,Down,74.19744873046875,
2022-12-16,132.6393585205078,142.86859970092777,-0.015,Down,74.19744873046875,
2022-12-19,130.5291290283203,141.93575592041017,-0.016,Down,74.19744873046875,
2022-12-20,130.46009826660156,141.1611801147461,-0.001,Down,74.19744873046875,Buy
2022-12-21,133.5662841796875,140.4349220275879,0.024,Up,77.30363464355469,Sell
2022-12-22,130.39105224609375,139.50602188110352,-0.024,Down,77.30363464355469,
2022-12-23,130.0261993408203,138.7048210144043,-0.003,Down,77.30363464355469,
2022-12-27,128.22166442871094,138.0051872253418,-0.014,Down,77.30363464355469,
2022-12-28,124.28715515136719,137.25920791625978,-0.031,Down,77.30363464355469,Buy
2022-12-29,127.80748748779297,136.35101661682128,0.028,Up,77.30363464355469,Hold
2022-12-30,128.12303161621094,135.44479560852054,0.002,Up,81.13951110839844,Sell
2023-01-03,123.33064270019531,134.32360725402833,-0.037,Down,81.13951110839844,Buy
2023-01-04,124.60270690917969,133.32420082092287,0.01,Up,82.41157531738281,Sell
2023-01-05,123.28134155273438,132.4421398162842,-0.011,Down,82.41157531738281,Buy
2023-01-06,127.81737518310547,131.88401184082034,0.037,Up,82.41157531738281,Hold
2023-01-09,128.33999633789062,131.26770401000977,0.004,Up,82.41157531738281,Hold
2023-01-10,128.9119415283203,130.70415115356445,0.004,Up,82.41157531738281,Hold
2023-01-11,131.633544921875,130.1618003845215,0.021,Up,90.76377868652344,Sell
2023-01-12,131.55465698242188,129.56718597412112,-0.001,Down,90.76377868652344,Buy
2023-01-13,132.8858642578125,129.15056076049805,0.01,Up,90.76377868652344,Hold
2023-01-17,134.0494842529297,129.12295074462892,0.009,Up,93.25860595703125,Sell
2023-01-18,133.32965087890625,129.15746536254883,-0.005,Down,93.25860595703125,Buy
2023-01-19,133.3887939453125,129.30044860839845,0.0,Flat,93.25860595703125,Hold
2023-01-20,135.95262145996094,129.57507476806643,0.019,Up,93.25860595703125,Hold
2023-01-23,139.1475830078125,129.85413970947266,0.024,Up,93.25860595703125,Hold
2023-01-24,140.54782104492188,130.36197814941409,0.01,Up,100.47677612304688,Sell
2023-01-25,139.8871612548828,130.8550262451172,-0.005,Down,100.47677612304688,Buy
2023-01-26,141.9579620361328,131.54184112548828,0.015,Up,100.47677612304688,Hold
2023-01-27,143.9005126953125,132.52250900268552,0.014,Up,104.49012756347656,Sell
2023-01-30,141.01126098632812,133.1826976776123,-0.02,Down,104.49012756347656,Buy
2023-01-31,142.28335571289062,133.8907138824463,0.009,Up,104.49012756347656,Hold
2023-02-01,143.40748596191406,134.89455604553223,0.008,Up,104.49012756347656,Hold
2023-02-02,148.72256469726562,136.1005489349365,0.037,Up,104.49012756347656,Hold
2023-02-03,152.3513946533203,137.55405158996584,0.024,Up,115.83026123046875,Sell
2023-02-06,149.61990356445312,138.64417800903323,-0.018,Down,115.83026123046875,Buy
2023-02-07,152.49928283691406,139.8521423339844,0.019,Up,118.70964050292969,Sell
2023-02-08,149.80722045898438,140.89690628051758,-0.018,Down,118.70964050292969,
2023-02-09,148.7718505859375,141.75382156372072,-0.007,Down,118.70964050292969,Buy
2023-02-10,149.1372528076172,142.63295135498046,0.002,Up,118.70964050292969,Hold
2023-02-13,151.94203186035156,143.58575973510742,0.019,Up,121.87982177734375,Sell
2023-02-14,151.3000946044922,144.44829025268555,-0.004,Down,121.87982177734375,Buy
2023-02-15,153.4036865234375,145.4519920349121,0.014,Up,123.98341369628906,Sell
2023-02-16,151.80377197265625,146.37274093627929,-0.01,Down,123.98341369628906,
2023-02-17,150.65817260742188,147.10801849365234,-0.008,Down,123.98341369628906,
2023-02-21,146.63864135742188,147.48257141113282,-0.027,Down,123.98341369628906,Buy
2023-02-22,147.0633087158203,147.80834579467773,0.003,Up,123.98341369628906,Hold
2023-02-23,147.54722595214844,148.19134902954102,0.003,Up,124.89199829101562,Sell
2023-02-24,144.89059448242188,148.33798065185547,-0.018,Down,124.89199829101562,Buy
2023-02-27,146.08558654785156,148.4472343444824,0.008,Up,126.08699035644531,Sell
2023-02-28,145.5819091796875,148.6757667541504,-0.003,Down,126.08699035644531,
2023-03-01,143.5079345703125,148.7369956970215,-0.014,Down,126.08699035644531,Buy
2023-03-02,144.10049438476562,148.77164611816409,0.004,Up,126.08699035644531,Hold
2023-03-03,149.15701293945312,148.79336853027343,0.035,Up,126.08699035644531,Hold
2023-03-06,151.9223175048828,148.77191467285155,0.019,Up,134.50137329101562,Sell
2023-03-07,149.71994018554688,148.77691650390628,-0.014,Down,134.50137329101562,Buy
2023-03-08,150.9741668701172,148.70066070556643,0.008,Up,135.75559997558594,Sell
2023-03-09,148.7224578857422,148.6464225769043,-0.015,Down,135.75559997558594,
2023-03-10,146.6583709716797,148.5407485961914,-0.014,Down,135.75559997558594,Buy
2023-03-13,148.6039581298828,148.5140838623047,0.013,Up,135.75559997558594,Hold
2023-03-14,150.69764709472656,148.45186462402344,0.014,Up,135.75559997558594,Hold
2023-03-15,151.09271240234375,148.44149551391604,0.003,Up,135.75559997558594,Hold
2023-03-16,153.917236328125,148.4671730041504,0.019,Up,143.01446533203125,Sell
2023-03-17,153.07777404785156,148.53087310791017,-0.005,Down,143.01446533203125,Buy
2023-03-20,155.447998046875,148.7703643798828,0.015,Up,143.01446533203125,Hold
2023-03-21,157.3046875,149.3036666870117,0.012,Up,147.2413787841797,Sell
2023-03-22,155.87266540527344,149.7441345214844,-0.009,Down,147.2413787841797,Buy
2023-03-23,156.95904541015625,150.2147254943848,0.007,Up,147.2413787841797,Hold
2023-03-24,158.26268005371094,150.88332977294925,0.008,Up,149.6313934326172,Sell
2023-03-27,156.31707763671875,151.3949043273926,-0.012,Down,149.6313934326172,
2023-03-28,155.6949005126953,151.90055389404301,-0.004,Down,149.6313934326172,Buy
2023-03-29,158.77622985839844,152.6639686584473,0.02,Up,149.6313934326172,Hold
2023-03-30,160.34649658203125,153.47626876831058,0.01,Up,149.6313934326172,Hold
2023-03-31,162.85501098632812,154.16116867065432,0.016,Up,149.6313934326172,Hold
2023-04-03,164.10926818847656,154.770516204834,0.008,Up,158.04576110839844,Sell
2023-04-04,163.57594299316406,155.46331634521488,-0.003,Down,158.04576110839844,
2023-04-05,161.7291259765625,156.00106430053714,-0.011,Down,158.04576110839844,Buy
2023-04-06,162.6179962158203,156.69584121704105,0.005,Up,158.93463134765625,Sell
2023-04-10,160.0205841064453,157.36395187377929,-0.016,Down,158.93463134765625,
2023-04-11,158.8058624267578,157.87404708862306,-0.008,Down,158.93463134765625,
2023-04-12,158.11456298828125,158.2448928833008,-0.004,Down,158.93463134765625,Buy
2023-04-13,163.5067901611328,158.86559677124026,0.034,Up,164.3268585205078,Sell
2023-04-14,163.16116333007812,159.32779312133792,-0.002,Down,164.3268585205078,Buy
2023-04-17,163.18092346191406,159.83295059204104,0.0,Flat,164.3268585205078,Hold
2023-04-18,164.40553283691406,160.280827331543,0.008,Up,164.3268585205078,Hold
2023-04-19,165.55113220214844,160.6931495666504,0.007,Up,166.71682739257812,Sell
2023-04-20,164.5832977294922,161.12868118286133,-0.006,Down,166.71682739257812,
2023-04-21,162.97352600097656,161.42940521240237,-0.01,Down,166.71682739257812,Buy
2023-04-24,163.27967834472656,161.6802551269531,0.002,Up,167.02297973632812,Sell
2023-04-25,161.73899841308594,161.95135116577148,-0.009,Down,167.02297973632812,
2023-04-26,161.7291259765625,162.25306243896483,-0.0,Flat,167.02297973632812,Buy
2023-04-27,166.3214569091797,162.6303237915039,0.028,Up,167.02297973632812,Hold
2023-04-28,167.57568359375,162.99178314208984,0.008,Up,172.86953735351562,Sell
2023-05-01,167.48684692382812,163.22337493896487,-0.001,Down,172.86953735351562,
2023-05-02,166.44985961914062,163.34040451049808,-0.006,Down,172.86953735351562,
2023-05-03,165.37338256835938,163.43027648925784,-0.006,Down,172.86953735351562,
2023-05-04,163.7339630126953,163.53051834106446,-0.01,Down,172.86953735351562,Buy
2023-05-05,171.41749572753906,163.9704933166504,0.047,Up,180.55307006835938,Sell
2023-05-08,171.3483428955078,164.5368812561035,-0.0,Flat,180.55307006835938,
2023-05-09,169.6398162841797,165.0785789489746,-0.01,Down,180.55307006835938,Buy
2023-05-10,171.40762329101562,165.74323196411135,0.01,Up,180.55307006835938,Hold
2023-05-11,171.5952606201172,166.14765548706058,0.001,Up,182.50851440429688,Sell
2023-05-12,170.6656036376953,166.52287750244145,-0.005,Down,182.50851440429688,
2023-05-15,170.17112731933594,166.8723876953125,-0.003,Down,182.50851440429688,
2023-05-16,170.17112731933594,167.1606674194336,0.0,Flat,182.50851440429688,Buy
2023-05-17,170.7843017578125,167.4223258972168,0.004,Up,182.50851440429688,Hold
2023-05-18,173.11825561523438,167.8490737915039,0.014,Up,182.50851440429688,Hold
2023-05-19,173.22703552246094,168.36174926757812,0.001,Up,185.56442260742188,Sell
2023-05-22,172.2776336669922,168.8116470336914,-0.005,Down,185.56442260742188,
2023-05-23,169.66677856445312,169.20803604125976,-0.015,Down,185.56442260742188,Buy
2023-05-24,169.94369506835938,169.6187644958496,0.002,Up,185.56442260742188,Hold
2023-05-25,171.08096313476562,169.8567398071289,0.007,Up,185.56442260742188,Hold
2023-05-26,173.4940643310547,170.15265884399415,0.014,Up,185.56442260742188,Hold
2023-05-30,175.3434295654297,170.5454879760742,0.011,Up,191.24107360839844,Sell
2023-05-31,175.2939910888672,170.98769454956053,-0.0,Flat,191.24107360839844,Buy
2023-06-01,178.10263061523438,171.62415695190427,0.016,Up,191.24107360839844,Hold
2023-06-02,178.953125,172.3851150512695,0.005,Up,194.90020751953125,Sell
2023-06-05,177.59825134277344,172.69415283203122,-0.008,Down,194.90020751953125,
2023-06-06,177.23236083984375,172.98835372924802,-0.002,Down,194.90020751953125,
2023-06-07,175.85768127441406,173.29924697875973,-0.008,Down,194.90020751953125,Buy
2023-06-08,178.5773468017578,173.65773315429686,0.015,Up,194.90020751953125,Hold
2023-06-09,178.9630584716797,174.026123046875,0.002,Up,194.90020751953125,Hold
2023-06-12,181.7617950439453,174.58093261718753,0.016,Up,200.8043212890625,Sell
2023-06-13,181.28707885742188,175.13673019409183,-0.003,Down,200.8043212890625,Buy
2023-06-14,181.92002868652344,175.7241752624512,0.003,Up,200.8043212890625,Hold
2023-06-15,183.95730590820312,176.38282546997075,0.011,Up,203.47454833984375,Sell
2023-06-16,182.8793487548828,176.87088012695318,-0.006,Down,203.47454833984375,Buy
2023-06-20,182.96832275390625,177.35794448852542,0.0,Flat,203.5635223388672,Sell
2023-06-21,181.929931640625,177.84055938720704,-0.006,Down,203.5635223388672,Buy
2023-06-22,184.9363555908203,178.6040382385254,0.017,Up,206.5699462890625,Sell
2023-06-23,184.6199188232422,179.3378494262695,-0.002,Down,206.5699462890625,
2023-06-26,183.22549438476562,179.94507598876953,-0.008,Down,206.5699462890625,Buy
2023-06-27,185.98464965820312,180.569605255127,0.015,Up,206.5699462890625,Hold
2023-06-28,187.1615447998047,181.1605110168457,0.006,Up,206.5699462890625,Hold
2023-06-29,187.49778747558594,181.77070083618165,0.002,Up,206.5699462890625,Hold
2023-06-30,191.82945251464844,182.45704193115233,0.023,Up,215.1739044189453,Sell
2023-07-03,190.3361358642578,183.0261924743652,-0.008,Down,215.1739044189453,
2023-07-05,189.21859741210938,183.60720977783203,-0.006,Down,215.1739044189453,Buy
2023-07-06,189.69329833984375,184.23025665283203,0.003,Up,215.6486053466797,Sell
2023-07-07,188.5757598876953,184.86616058349608,-0.006,Down,215.6486053466797,
2023-07-10,186.5286102294922,185.26372375488282,-0.011,Down,215.6486053466797,
2023-07-11,186.00445556640625,185.61579360961915,-0.003,Down,215.6486053466797,Buy
2023-07-12,187.67581176757812,185.91149444580077,0.009,Up,215.6486053466797,Hold
2023-07-13,188.43728637695312,186.26900482177734,0.004,Up,215.6486053466797,Hold
2023-07-14,188.58567810058594,186.6022872924805,0.001,Up,215.6486053466797,Hold
2023-07-17,191.8492431640625,186.99688415527345,0.017,Up,221.49339294433594,Sell
2023-07-18,191.59210205078125,187.4325218200684,-0.001,Down,221.49339294433594,Buy
2023-07-19,192.94700622558594,187.93145599365235,0.007,Up,222.84829711914062,Sell
2023-07-20,190.99871826171875,188.38489532470703,-0.01,Down,222.84829711914062,
2023-07-21,189.8218536376953,188.62917022705076,-0.006,Down,222.84829711914062,Buy
2023-07-24,190.62294006347656,188.9293212890625,0.004,Up,222.84829711914062,Hold
2023-07-25,191.48330688476562,189.34221191406252,0.005,Up,222.84829711914062,Hold
2023-07-26,192.3536376953125,189.660661315918,0.005,Up,225.3800811767578,Sell
2023-07-27,191.08773803710938,189.85697097778322,-0.007,Down,225.3800811767578,Buy
2023-07-28,193.6689453125,190.16552886962893,0.014,Up,225.3800811767578,Hold
2023-07-31,194.28208923339844,190.28816070556644,0.003,Up,228.57443237304688,Sell
2023-08-01,193.45138549804688,190.44392318725588,-0.004,Down,228.57443237304688,
2023-08-02,190.45481872558594,190.5057342529297,-0.015,Down,228.57443237304688,
2023-08-03,189.0603485107422,190.4740867614746,-0.007,Down,228.57443237304688,
2023-08-04,179.98167419433594,190.04438247680662,-0.048,Down,228.57443237304688,
2023-08-07,176.8763427734375,189.56176910400387,-0.017,Down,228.57443237304688,Buy
2023-08-08,177.8158416748047,189.15233840942378,0.005,Up,229.51393127441406,Sell
2023-08-09,176.22361755371094,188.57972869873046,-0.009,Down,229.51393127441406,
2023-08-10,176.00604248046875,187.95816650390626,-0.001,Down,229.51393127441406,Buy
2023-08-11,176.06544494628906,187.3321548461914,0.0,Flat,229.51393127441406,Hold
2023-08-14,177.71925354003906,186.62565536499022,0.009,Up,231.22714233398438,Sell
2023-08-15,175.728759765625,185.8324882507324,-0.011,Down,231.22714233398438,
2023-08-16,174.8572998046875,184.9280029296875,-0.005,Down,231.22714233398438,
2023-08-17,172.3122100830078,183.99367752075196,-0.015,Down,231.22714233398438,Buy
2023-08-18,172.7974853515625,183.14245910644536,0.003,Up,231.22714233398438,Hold
2023-08-21,174.13436889648438,182.31803054809575,0.008,Up,231.22714233398438,Hold
2023-08-22,175.51087951660156,181.51940917968753,0.008,Up,231.22714233398438,Hold
2023-08-23,179.36312866210938,180.86988372802736,0.022,Up,238.27806091308594,Sell
2023-08-24,174.6691131591797,180.04895248413087,-0.026,Down,238.27806091308594,Buy
2023-08-25,176.87750244140625,179.2093803405762,0.013,Up,238.27806091308594,Hold
2023-08-28,178.44216918945312,178.41738433837892,0.009,Up,238.27806091308594,Hold
2023-08-29,182.3340301513672,177.86151657104494,0.022,Up,238.27806091308594,Hold
2023-08-30,185.82981872558594,177.63026657104496,0.019,Up,238.27806091308594,Hold
2023-08-31,186.04766845703125,177.47963256835942,0.001,Up,238.27806091308594,Hold
2023-09-01,187.62225341796875,177.86166152954104,0.008,Up,238.27806091308594,Hold
2023-09-05,187.85992431640625,178.41084060668948,0.001,Up,251.4688720703125,Sell
2023-09-06,181.13577270507812,178.57683715820312,-0.036,Down,251.4688720703125,
2023-09-07,175.8376922607422,178.55754089355466,-0.029,Down,251.4688720703125,Buy
2023-09-08,176.45164489746094,178.57982101440427,0.003,Up,251.4688720703125,Hold
2023-09-11,177.62020874023438,178.65755920410155,0.007,Up,253.2513885498047,Sell
2023-09-12,174.58990478515625,178.5010917663574,-0.017,Down,253.2513885498047,
2023-09-13,172.52017211914062,178.34066238403318,-0.012,Down,253.2513885498047,Buy
2023-09-14,174.0353240966797,178.2995635986328,0.009,Up,254.76654052734375,Sell
2023-09-15,173.31240844726562,178.34957351684568,-0.004,Down,254.76654052734375,Buy
2023-09-18,176.2436981201172,178.5218841552734,0.017,Up,254.76654052734375,Hold
2023-09-19,177.33303833007812,178.68181762695312,0.006,Up,258.78717041015625,Sell
2023-09-20,173.7877655029297,178.59566192626954,-0.02,Down,258.78717041015625,
2023-09-21,172.2428741455078,178.23964920043943,-0.009,Down,258.78717041015625,Buy
2023-09-22,173.09454345703125,178.16092071533203,0.005,Up,258.78717041015625,Hold
2023-09-25,174.37203979492188,178.0356475830078,0.007,Up,260.9163360595703,Sell
2023-09-26,170.29197692871094,177.62813796997068,-0.023,Down,260.9163360595703,
2023-09-27,168.77682495117188,176.95027770996094,-0.009,Down,260.9163360595703,Buy
2023-09-28,169.03433227539062,176.1105033874512,0.002,Up,260.9163360595703,Hold
2023-09-29,169.5492706298828,175.28558349609375,0.003,Up,260.9163360595703,Hold
2023-10-02,172.06463623046875,174.50770263671876,0.015,Up,264.2041473388672,Sell
2023-10-03,170.7277374267578,173.65109329223634,-0.008,Down,264.2041473388672,Buy
2023-10-04,171.9755096435547,173.19308013916017,0.007,Up,264.2041473388672,Hold
2023-10-05,173.21337890625,173.06186447143557,0.007,Up,264.2041473388672,Hold
2023-10-06,175.76837158203125,173.02770080566407,0.015,Up,264.2041473388672,Hold
2023-10-09,177.25381469726562,173.00938110351564,0.008,Up,270.730224609375,Sell
2023-10-10,176.65963745117188,173.11286773681644,-0.003,Down,270.730224609375,Buy
2023-10-11,178.0559539794922,173.38965682983402,0.008,Up,270.730224609375,Hold
2023-10-12,178.95713806152344,173.6357475280762,0.005,Up,273.02772521972656,Sell
2023-10-13,177.1151885986328,173.82588653564457,-0.01,Down,273.02772521972656,
2023-10-16,176.98643493652344,173.86302337646487,-0.001,Down,273.02772521972656,
2023-10-17,175.431640625,173.76795349121096,-0.009,Down,273.02772521972656,
2023-10-18,174.13436889648438,173.7852836608887,-0.007,Down,273.02772521972656,
2023-10-19,173.75804138183594,173.8610420227051,-0.002,Down,273.02772521972656,
2023-10-20,171.20309448242188,173.76646957397463,-0.015,Down,273.02772521972656,Buy
2023-10-23,171.3218994140625,173.61396255493165,0.001,Up,273.02772521972656,Hold
2023-10-24,171.7576446533203,173.6872459411621,0.003,Up,273.582275390625,Sell
2023-10-25,169.44033813476562,173.7204216003418,-0.013,Down,273.582275390625,
2023-10-26,165.27117919921875,173.5322639465332,-0.025,Down,273.582275390625,Buy
2023-10-27,166.5882568359375,173.38421325683592,0.008,Up,273.582275390625,Hold
2023-10-30,168.63819885253906,173.21289138793946,0.012,Up,273.582275390625,Hold
2023-10-31,169.11354064941406,173.13218154907227,0.003,Up,273.582275390625,Hold
2023-11-01,172.28248596191406,173.14753036499025,0.019,Up,273.582275390625,Hold
2023-11-02,175.84759521484375,173.27924118041994,0.021,Up,284.15869140625,Sell
2023-11-03,174.93649291992188,173.23764724731447,-0.005,Down,284.15869140625,Buy
2023-11-06,177.49147033691406,173.2495300292969,0.015,Up,284.15869140625,Hold
2023-11-07,180.0563507080078,173.4193656921387,0.014,Up,284.15869140625,Hold
2023-11-08,181.11599731445312,173.57236785888676,0.006,Up,290.33819580078125,Sell
2023-11-09,180.64064025878906,173.65654296875005,-0.003,Down,290.33819580078125,Buy
2023-11-10,184.83511352539062,174.0425392150879,0.023,Up,294.5326690673828,Sell
2023-11-13,183.24856567382812,174.35564575195315,-0.009,Down,294.5326690673828,Buy
2023-11-14,185.8664093017578,174.87738418579104,0.014,Up,294.5326690673828,Hold
2023-11-15,186.43161010742188,175.4922462463379,0.003,Up,294.5326690673828,Hold
2023-11-16,188.11734008789062,176.21021118164063,0.009,Up,299.4014434814453,Sell
2023-11-17,188.09751892089844,177.05493240356446,-0.0,Flat,299.4014434814453,Buy
2023-11-20,189.8427276611328,177.98097381591796,0.009,Up,301.1466522216797,Sell
2023-11-21,189.03955078125,178.84506912231444,-0.004,Down,301.1466522216797,Buy
2023-11-22,189.70391845703125,179.85824813842774,0.004,Up,301.81101989746094,Sell
2023-11-24,188.37515258789062,181.01344680786136,-0.007,Down,301.81101989746094,
2023-11-27,188.1966552734375,182.09386672973636,-0.001,Down,301.81101989746094,Buy
2023-11-28,188.80154418945312,183.10203399658204,0.003,Up,302.41590881347656,Sell
2023-11-29,187.78018188476562,184.0353660583496,-0.005,Down,302.41590881347656,Buy
2023-11-30,188.35531616210938,184.8390075683594,0.003,Up,302.41590881347656,Hold
2023-12-01,189.63450622558594,185.5283531188965,0.007,Up,304.2702331542969,Sell
2023-12-04,187.8396759033203,186.17351226806642,-0.009,Down,304.2702331542969,Buy
2023-12-05,191.79617309570312,186.88874740600585,0.021,Up,308.2267303466797,Sell
2023-12-06,190.7054443359375,187.42120208740235,-0.006,Down,308.2267303466797,Buy
2023-12-07,192.63905334472656,187.99735488891602,0.01,Up,308.2267303466797,Hold
2023-12-08,194.06698608398438,188.66867218017575,0.007,Up,311.58827209472656,Sell
2023-12-11,191.55816650390625,189.00482482910155,-0.013,Down,311.58827209472656,Buy
2023-12-12,193.0753631591797,189.49616470336915,0.008,Up,311.58827209472656,Hold
2023-12-13,196.29808044433594,190.01774826049805,0.017,Up,311.58827209472656,Hold
2023-12-14,196.44680786132812,190.5185081481934,0.001,Up,316.47691345214844,Sell
2023-12-15,195.91134643554688,190.9082084655762,-0.003,Down,316.47691345214844,
2023-12-18,194.24545288085938,191.21560516357425,-0.009,Down,316.47691345214844,Buy
2023-12-19,195.28663635253906,191.48780059814456,0.005,Up,317.5180969238281,Sell
2023-12-20,193.1943817138672,191.6955421447754,-0.011,Down,317.5180969238281,
2023-12-21,193.04562377929688,191.86262741088868,-0.001,Down,317.5180969238281,
2023-12-22,191.9746856689453,192.0426040649414,-0.006,Down,317.5180969238281,
2023-12-26,191.42929077148438,192.20423583984376,-0.003,Down,317.5180969238281,Buy
2023-12-27,191.52845764160156,192.3405815124512,0.001,Up,317.5180969238281,Hold
2023-12-28,191.954833984375,192.54931411743163,0.002,Up,318.04364013671875,Sell
2023-12-29,190.91366577148438,192.67723159790037,-0.005,Down,318.04364013671875,
2024-01-02,184.08151245117188,192.3995819091797,-0.036,Down,318.04364013671875,
2024-01-03,182.7031707763672,192.14275665283205,-0.007,Down,318.04364013671875,
2024-01-04,180.3828125,191.5720886230469,-0.013,Down,318.04364013671875,
2024-01-05,179.65895080566406,191.01976394653323,-0.004,Down,318.04364013671875,Buy
2024-01-08,184.002197265625,190.58792114257812,0.024,Up,322.3868865966797,Sell
2024-01-09,183.58572387695312,190.06385803222656,-0.002,Down,322.3868865966797,Buy
2024-01-10,184.62686157226562,189.71729278564453,0.006,Up,323.4280242919922,Sell
2024-01-11,184.0319061279297,189.26511993408204,-0.003,Down,323.4280242919922,Buy
2024-01-12,184.35916137695312,188.6681739807129,0.002,Up,323.7552795410156,Sell
2024-01-16,182.08837890625,187.95025253295898,-0.012,Down,323.7552795410156,
2024-01-17,181.14633178710938,187.2120018005371,-0.005,Down,323.7552795410156,Buy
2024-01-18,187.04640197753906,186.8520492553711,0.033,Up,323.7552795410156,Hold
2024-01-19,189.9517822265625,186.58530654907227,0.016,Up,323.7552795410156,Hold
2024-01-22,192.26223754882812,186.53869934082036,0.012,Up,323.7552795410156,Hold
2024-01-23,193.54141235351562,186.56348876953126,0.007,Up,336.1503601074219,Sell
